min_value,max_value,avg_value,std_value,q1_value,q3_value,feature
20.0,36.0,33.0,6.187545093630776,36.0,36.0,length
2191.67,4619.21,4073.2909523809526,854.9832523834814,4343.74,4518.97,molecular_weigth
-4.897,2.094,-2.2468095238095245,2.2301811290746603,-3.898,-0.9990000000000001,charge
-0.0011421533,0.00047120239999999997,-0.0004685082333333334,0.0005547930630255808,-0.0008925859,-0.0002162707,charge_density
3.6884765625,9.583984375,4.702334449419047,1.4119591326085161,3.9633789063,4.2509765625,isoelectric
22.64,70.15833333329999,52.305268329557144,15.165106970733342,43.486111111099994,62.65,inestability
0.055555555599999994,0.2,0.14436885866190477,0.032846483125351766,0.1388888889,0.1666666667,aromaticity
74.2857142857,112.0,92.96863189718097,8.516186474952255,89.4444444444,100.27777777780001,aliphatic_index
0.2777777778,0.6,0.33212396070952377,0.11133888192359698,0.2777777778,0.3055555556,hydrophobic_ratio
-0.0154279358,0.0538611155,0.014418324309523809,0.02502870849652669,-0.00025107259999999996,0.0424671858,hydrophobicity_profile
-0.009227000899999999,0.0103660151,0.0026277624619047623,0.004174816486877917,0.0006540471,0.0047118037,hydrophobic_profile
116.95209091993138,840.0,313.652938843696,183.20968083216692,216.48723483019825,362.0,inhibition_IC50
