P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,response
1956.0392181254,2441.103327290382,2414.0026323494462,1286.7507100747334,391.23469223518754,264.53174585047196,593.5511044346486,937.9162240645624,1039.2202747488504,235.4098595581727,633.8704069043546,693.8430822255398,1675.7916479770006,144.6263094993592,1773.2379770268255,670.4354255400935,2373.2942720127485,1007.9554287882233,2230.556492940227,1615.1669723950824,1240.5212502906718,799.6126385161547,607.0278909091427,1151.618734575098,354.1941728407457,419.88581638003023,197.80796100365427,170.80207100669043,15.629561016199998
3452.3779498624,2032.8735683225482,1800.574216357612,2226.328916987779,235.87790141296549,844.003290881798,781.0970360381571,643.3555322349707,1092.1422520339293,460.62788796017895,413.08601408729123,1332.8418014704253,1615.392353491407,611.5753723948635,273.1414407971193,2715.41082684194,2734.385116239992,1874.6025994104332,587.1671102177723,752.9508776095214,276.6551891638914,588.854900784855,655.0692340618498,713.4684094714103,568.474206818727,633.0958594545629,756.8622454099288,702.8606525795068,1.0
4857.795442458701,3068.7565049113264,474.30457500315845,1681.4286934037102,1113.8838572925165,906.9358637843574,1115.9951486959935,565.2580886131038,2100.1142908152033,1273.9107171620005,78.1179125151538,607.5496971640227,866.2343682451638,719.3713614682546,1282.9164922489385,1935.366840699474,849.0006386018002,978.0531236397811,998.6898756908065,233.74571522997803,722.8176054789868,853.7126984476666,1094.2124024696604,1686.8854400871378,629.7172536177931,1405.4232282694652,1698.8248106471042,684.9420947769338,71.8069255386
2851.4246187625995,1988.5066059941566,339.51538274781956,1023.3513485600143,619.1508948083274,773.4087228652484,736.3416525849098,614.4686263960791,112.33250605389196,626.7183939618575,289.7208037302259,363.94450552211566,548.2203986557856,222.09509486879858,998.478060887435,1925.7607330455767,4470.889877875563,1824.3540968883322,1009.2173216573042,406.96970700255247,584.9874607140896,554.1453293691106,276.2158655130833,533.3039715166719,1482.7571893940187,1260.6985833923322,633.3662636597536,576.1263738196329,117000.0
1717.1499609844,2809.1661012284926,2708.2517388577216,939.0329213498215,800.3509122451837,452.3009541466176,976.9639819918654,740.9868502694974,1043.577554037263,561.281006524439,720.698934403963,908.6253525470975,1434.9643686578434,620.3643755510196,1441.1444104863185,830.0199575344514,1926.7718951022034,987.2560840989461,2290.552539801676,1806.992717663623,1599.4023558298447,855.8683918260217,363.99500683576525,1008.0594928770226,581.0219063868053,675.0771043503959,502.88410442925516,280.02798030992386,446.0
3428.5522213304,1935.050693855715,1840.1695279102462,2053.879668090037,721.4021105691675,754.8879336786133,841.6696145276245,844.3100558883764,921.7860904595567,154.48218114375445,454.8632221914056,1258.6753674007268,1392.1179429458737,294.5427008237981,297.81068074747344,2140.0939094092137,2744.6059000239593,1302.0912136073478,1527.7498241480737,1117.8608156020623,1110.3708310089398,1098.2616616972134,634.57037418425,955.5788377088401,466.1513033263335,357.7964659778126,982.1934927504417,755.8874198717216,9.9644224825
1807.3220800775002,752.7094111744507,654.3626190292244,1718.5434703717822,2060.0127422801197,689.1085865368746,404.9686764383822,1061.0962070498563,358.51551827794503,1129.3042922214056,865.4479061226263,98.1546050171449,1861.7486217656422,1741.220136656683,1658.1886793221606,2361.430955031468,1366.8250053946228,2615.793475538443,1836.717739200131,913.4557472015558,257.6632355318765,314.0826206265522,714.3929823635228,901.588725498189,625.8774460008244,778.1747352485517,522.8185863763794,780.7803218999139,57.5774617712
4235.2575034653,2464.4715137583516,1475.8778750309161,1667.143408795895,267.5082432467506,118.22959222417316,605.6118067565192,608.0810064760216,827.6670273541476,685.8121930025158,413.96364745304,541.3818929593548,1212.4084057798825,276.5683135257259,986.8628213986217,2565.2017696116286,3278.2727756163276,1403.1226961534521,504.4872166575939,895.1589293077423,494.2864336931803,807.8739762370795,516.8338349966871,1018.337788914308,701.2861923929006,1320.716985083575,207.76239397651253,737.5697859234714,0.39
2666.5616616972998,2321.91727698801,1880.1792950215092,1569.8733888809631,792.2441504153106,557.5994209090204,1015.9114071846317,428.4017810314342,957.3356159935591,934.7270998762441,650.4051920972698,1371.7313191752032,851.6581745675462,569.2394950737239,819.6055051736386,2220.2087909105976,1599.4767936776318,941.1982090106586,1157.4887571728104,496.3468805673447,1086.4868346510953,391.7672802979763,791.9915687922402,518.0120142999898,613.5112774262445,125.70406712898452,589.5644386452582,275.425244715287,30642.042721136
901.3705777781,904.9880060076523,913.4630172660114,920.5988348666574,918.5617133108792,900.133463204746,860.3240942307211,797.2843200820818,712.7704607794733,612.5023419810145,506.8454735405182,412.19665152463546,351.1392476781192,341.17809655453806,373.31893093879313,419.91015869586676,458.43635951343435,476.94287955891986,471.3705740851544,443.70976507438456,401.68313308498875,359.279324846062,335.5822252853472,345.4931318127326,386.2015260775812,440.67465785357297,491.473467877456,526.4716313544669,100000.0
860.0018493207001,1517.610055028223,1634.7383261720433,1208.8846915779425,694.7481781665716,1305.2518726421595,445.3965536000114,261.17075779357504,456.5445521245823,322.9283359111774,1600.08352725728,1659.8277710650434,143.68155148807708,951.5982263294909,209.5665381926009,1609.360149635784,1689.6860870405335,980.5209778436945,1193.4242965177366,837.2503742555728,948.7218358288853,1913.906546635887,1872.9026709283548,462.3042472156149,1878.9534096876273,1303.3036437435708,368.2539680634966,845.9897047448583,5500.0
1780.3968843163998,2581.9272826875413,2457.3069130514627,1080.324014080983,692.861604299439,583.6211175181365,733.8565600594695,506.921853827962,1103.6087918763542,714.1240620987757,866.1549967787031,813.1807040847954,1320.492073041027,733.7195664250312,1489.8767396851672,1157.3959462142448,1865.9241503012724,959.5153566175784,2038.412000205485,1903.1468760775263,1682.1123154864829,946.5779175406144,353.2496198804986,842.4138526067279,534.8019549422486,347.5016009252384,311.2730635453518,133.60237700020727,0.23069487600000002
3779.2742045667,2783.8817330915263,1042.3751174145261,1944.1995033123515,607.1033511451933,568.2381707890588,460.09099855400854,1063.183647596232,466.2930420459648,550.1944532022735,611.8189425095268,674.5460267386068,777.0308163151219,272.6905121533787,560.026921816894,2113.112239488999,3190.8858036064616,1715.3028844758614,911.9044287971101,658.8140196530919,856.2136125792299,791.9959160084063,712.0477554333239,814.9144829783208,267.4136368150049,1401.0289745968262,289.1240045332049,1185.251312144343,1.4
