P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,response
77.9697885032,204.92166304624277,279.16179504404727,135.4939390102364,133.39711354937438,84.89770639301723,86.26651261961558,91.0108507714121,153.44299121292062,109.55448820970744,126.78577943754686,66.63755142591711,58.5810887157297,30.80931049470235,95.96247464191066,49.82696714638245,162.47724648459695,105.9581725603613,178.26485102353624,148.13234983367872,55.917120380059025,38.839507857133846,35.58793061423903,120.41671268746019,109.4899524011903,24.158559242679637,28.66702556152466,32.96397323890886,15.629561016199998
256.4992637521,136.48550248961448,194.56853757097363,261.00374269248016,63.852591856009965,99.36766316856674,38.373502684802,102.79038848168574,35.49047769043286,116.40458959011164,18.736927353909934,134.36614487567599,71.50553894628976,60.39467774327508,71.40571022931303,273.00427467028265,230.66981930096904,150.8858801309927,81.55112171480218,83.80771996960033,54.26184471102361,74.41202299895578,118.33919304054925,54.30758048821855,50.49552983945853,23.75563727432312,54.02667678084585,78.85299215797278,1.0
304.0239826861,287.278860410143,233.13674815250297,252.71319068877344,121.75885546546289,110.64081166246913,73.6510198652507,79.26568939281442,154.60861812166505,110.42182060028631,121.1512027398559,134.33352435733156,153.99794985131254,93.23125511223706,203.15726763810272,237.3892805326337,101.90289173518104,116.33428532974254,115.4602485747222,40.911207446402805,146.79787555781144,100.90722679796222,162.59266090068348,279.895139663756,159.35144467168467,74.81378760495473,180.72443982823393,71.01356827956086,71.8069255386
263.8670953866,156.04177535843962,52.86090262959858,63.996811109547885,86.80251261680567,61.38006228976353,110.71056223114988,143.3153710534007,216.93253885363626,23.81888652522331,86.71775694171342,69.08398287249777,57.64036392075281,89.92632541526578,63.95064451321007,246.79512446090285,410.58546773122185,135.54647051815382,81.39303611194035,44.67985304684731,58.19055111002419,83.6907818182397,33.427849805328336,98.68788661286376,125.762043228201,118.38269478307791,48.109322871045116,45.81020824406585,117000.0
72.5092971348,209.45434847224794,286.0993899861326,128.32854252094552,142.77400149211581,87.85839079179526,83.62130235728857,86.92088019424494,148.17438088920346,108.01010269417108,131.37113528325412,75.77770411979071,56.42636705339926,32.58511463320892,90.65971535348747,49.99807662898498,153.56444765663076,105.57466417246273,182.46796610637983,155.27069346428723,55.794589148364125,30.486292246492972,38.338739409805484,111.22225781357679,111.61843452028816,32.18829706377048,38.2825519267598,29.819043716711228,446.0
265.1150735753,129.12575035595995,238.3795616325909,260.8450313545377,114.84238729983497,131.76784897665428,40.2857336294852,138.30799528562474,86.78079287913425,127.24103988583566,99.59828164592554,163.6159128741384,98.7177943617561,57.32419120614698,72.2326388156982,155.16259932326753,211.58512268471173,67.13556408051598,137.81611475507427,120.69995048764936,110.98079327857538,41.05427518670127,54.5237330569337,106.93548929729538,108.33817290700318,53.128552971080396,79.1718680057595,12.086766276985143,9.9644224825
72.38476204149997,26.187151246054256,73.4531904436368,240.21491978720536,193.97338142281413,19.56956976137519,132.13463927460498,97.67643758806008,81.05724076341441,101.39649024623036,100.32687236194116,103.7449094672397,96.75812407561993,167.54518959788413,185.76010846332602,224.71668037061733,45.76981632454873,191.8916437769861,136.76310281700555,84.21810204668074,51.90437182880611,32.181779736404344,92.67746041853302,58.135458580047946,48.38900422453379,115.87116059054334,92.4382478225002,73.9958658965496,57.5774617712
430.450002046,215.4284432131633,143.4806426923137,162.34085565189827,40.06111639658523,137.39014184215364,162.98354348971452,112.70906549749255,47.93033791620534,41.18616087663025,51.06936582017561,79.01529736864151,101.44072772167739,37.37852704840109,115.23764094300422,233.48488751381134,307.95782731812994,109.62755324645492,97.49289751820419,169.79649987763256,139.4187820918313,74.53940397957399,65.0431445841755,62.2615791371987,95.30465538933767,145.93631531317604,10.901537901777566,85.24117469094689,0.39
107.6503271883,183.96254050433998,245.35402949951526,219.74254246124363,122.37378997773261,9.683661942604338,68.86210798573018,15.669963685767703,80.10116045019983,63.06395722321797,60.01504803055193,116.68187343740634,37.1597320731299,49.173735825881465,41.94101989012347,148.8077924420669,112.99627063796603,42.37268966214912,91.40176477616667,49.82697701567354,91.34447267227466,79.13552998829007,53.03458803261126,60.13720545129828,81.08887571084348,24.063875526152735,24.13674001565673,19.0553315482977,30642.042721136
110.4301155345,108.847122116402,104.18086658243331,96.67426789510688,86.71505253057859,74.81134695672603,61.56002098038135,47.610130504767845,33.624438362105025,20.243932066381106,8.083570195453184,2.9748095596729924,11.297041415576137,17.613559860231586,21.622232818230117,23.349162127819536,22.95193348302757,20.691483270523175,16.90592332522898,11.982810366367717,6.332931780825075,0.5232821876229288,5.615011259742413,11.165719472608979,16.064424373986352,20.087275596555344,23.070268537726914,24.9024061392808,100000.0
