P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31,P_32,response_IC50,category_IC50
1444.6214395162,1286.2916882103539,919.8165375625782,550.1990941843028,274.2914156976583,75.56207127192528,364.60623429465187,727.3542697453207,862.8673025671858,670.2384785568928,433.1866297629364,345.57473027279826,248.5495025880086,613.9144793471942,696.2401528440406,140.13253706052683,924.3041159856591,1777.6264226215935,2037.4506197720402,1719.5690396861883,1046.039147956427,185.11889081473186,563.0258673972348,751.4201928290151,232.6379729049939,579.7381391154236,1060.6851578645358,1083.8477169148252,1160.0812554443796,1123.3407738766512,512.0925884758217,433.4858152466778,0.69,Class I
1224.1214365182,1973.5122040767385,2268.8514449849063,1180.4054126711674,1144.1322688658827,1069.2192121572577,422.46445120475624,1095.9908691769392,751.5853635675223,555.4248024434535,651.2511590909259,279.8907713971321,876.381404831559,940.0268500928339,1019.113984662813,403.72168078086526,987.0295970976176,453.1769504481744,1224.8825015793325,1231.5341118439042,1465.0054274210756,1864.3047243861201,1217.365582981687,559.0906319316393,532.8150987949347,620.1435936110815,758.6886299656554,381.6654635539815,566.8695938939633,568.8382371738566,66.83765956209484,209.52754187192141,708.0,Class III
2167.9756750454,1532.438960148949,1367.938593387772,1837.1237699425849,1316.8567613641242,382.35802203626105,236.17234774594905,619.4093572663132,998.3262015074935,396.87668739529784,925.675183041561,156.33247800791716,1101.5120160573838,926.0214682786648,136.82500656775687,382.7057202929768,697.5491411762005,967.9427086114421,1697.7579294993106,669.6500081234367,1000.0469928923086,1191.983618490422,899.9918504139655,1051.9543074296425,167.3418975585009,1235.2571008463176,701.0030402972596,630.307028957407,432.9924282775242,325.9354323672435,295.2776368296865,542.4650001220059,19.5057920728,Class II
2239.0271761299005,2000.3507732125008,682.7255338968725,502.88219391400276,989.6039083108259,1158.229357863148,661.9279827901487,97.94865903443734,1699.8110820362417,1270.2421541409194,1963.7456512439614,1375.9883526186752,1576.5583451937275,339.95881003855146,554.3744846018471,1242.676930081707,844.9060240801493,541.3509796576514,2393.8264817848626,1528.1047286530686,370.80200622677063,1003.0736103746602,1066.7207316452154,402.96408444120954,1177.805131108166,949.5000530589085,1384.0836039679452,1606.92002597392,1917.4817187829894,661.6156525103426,715.9376378975132,294.2039352484015,15.0,Class II
1373.0366556803,1896.814443812345,2024.6183380653092,898.3692796671645,1312.5851519704727,1324.9979582172884,762.2024698623804,1285.397199581625,777.7129464298512,380.311578312125,561.7690951031072,282.8785081407239,757.0515581847216,512.286166119515,1095.80875957575,515.9155035372237,937.0687359696312,824.8561098907595,1183.6916639341418,1071.333792927821,1164.0707368405692,1610.6959462738864,1108.3810323992495,364.68837207264,490.5359725190948,305.75954246630516,663.1738106783409,602.4785301983396,586.9510271105747,627.6727406616775,215.80147776983097,168.96330034774232,116.9520909199,Class III
931.8491728934,1085.8607210554126,813.4371904986372,1635.747107180668,1383.1411300373013,346.57306182956927,999.4952165238162,556.685434482309,976.7804884309575,272.0913038044415,593.9526080407826,496.79176258171657,505.9772793743469,605.6546302910062,594.7970935026948,165.8369624755031,571.212874407555,1374.9399099239597,2264.1637448791585,1308.0578567531406,878.3386825464186,370.64116172831916,1518.9602782147224,936.8005076159541,723.1630311934097,477.93809203968874,615.5427957319154,653.3913521214549,1284.444228357275,142.90163239978654,954.7269921422932,635.9193155187471,18.5,Class II
729.0769973838,567.3666771639121,279.7152887281415,359.3638828641607,398.8395711013543,211.95902122882586,284.92409383757473,622.9054085308525,983.9083395595015,1306.3641600527478,1430.1104426091995,1300.4782788918992,1118.0328124388377,1076.087718075425,999.9165254935222,735.8343108781667,388.9256830138421,166.548919817168,264.79395526199454,401.2749617976448,341.6194311565755,97.94690992378428,448.1201293512242,699.6429838069366,594.8228247912639,386.1373731756553,663.3999216349237,847.0326962555937,685.9099205692954,525.9216196485692,730.8925578012478,888.8173872464927,660.0,Class III
1121.8450914976002,1873.8675270784452,2217.4000645281762,1178.7529567312436,1076.4841021646664,1060.4130201121263,462.5933186563213,1021.8157325553648,655.2012329537812,458.31186135104366,672.4219352091313,376.6715413995019,787.1979693368111,842.9683563369022,940.8091687315291,362.4728647464939,1062.4144356289366,527.5870415111235,1312.9886826066038,1315.8783944510064,1366.5200544339466,1826.5277793375865,1309.0467235753188,586.3107964151757,447.8745896585824,574.2638174178684,726.6129175578563,455.80259085406925,568.6447794027927,483.83283773388405,36.361882598670135,246.60459825614674,283.0,Class III
734.5397990066,1499.7428123416112,2057.276139036412,1250.7251544439944,882.9339912161731,1114.9326949318445,733.5566291517628,799.2833234676039,324.7150503659332,163.90052483983362,864.805443178167,756.389713916737,497.4604179406239,494.8538514641632,702.5425429684501,448.68937386964524,1379.6373289352118,862.7428712017514,1661.4165186228138,1653.7216002539994,1000.4892599832995,1731.4233400697808,1667.4375130167834,807.121063801029,273.42904500022655,558.4624323920357,732.9190481735482,795.292140503855,721.5315547814205,291.29712551692876,423.11909964575597,560.780486357239,9.4,Class I
1147.9178683336,1880.1498118830375,2231.1951577968916,1187.2076723601142,1013.2657189241374,1039.1180942796998,481.03544890578894,995.0600360181642,635.1869964977845,454.7507497405248,713.4832214996507,426.409490289281,690.8339529148888,781.5428148340853,967.2515732303683,380.29291774689005,1046.7176287411105,547.8298300581412,1368.4443989163346,1354.0104615050852,1320.666108319907,1813.2385754504771,1365.9838358197576,648.3525574934702,447.1980721144333,615.7137382113657,781.8882240922023,551.3361181284986,614.8934051895128,483.4959103339355,49.845896110997536,255.85705585777941,12.590239416900001,Class II
