P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31,P_32,response_IC50,category_IC50
1840.2570866463998,1633.7985335541018,1154.1870683685186,664.9483401251499,265.38889284145193,133.3615234204354,541.1171053150633,778.3793653373151,627.343775835311,312.0578169050949,632.1375617819101,575.6922149028593,187.49796635978166,1023.67851067771,1173.3550575947502,297.370122316718,1409.6066672471345,2606.221338815676,2730.406688385554,1935.8011232739523,948.0407855312055,181.59062542903825,453.7810575689443,694.2827597873035,281.32838205301147,690.2317469113756,1409.1516359400323,1662.4538565254911,1668.4750208852945,1433.6214805245693,720.3268761536144,367.7307953430996,0.69,Class I
1653.7800513978,2593.680076250333,2952.13706463172,1521.1933683221348,821.1887260676555,493.2109768131236,696.0327195112426,907.2942783608805,678.2752009214348,950.8629648072714,785.619947825125,288.69854963753386,934.7434933227579,948.080927960815,1449.3334746695723,355.0253779464384,1497.02910099049,1044.0746585350805,1691.764671381604,1662.9238823140513,1366.039259112863,2404.5293115013033,1642.795648277842,1586.211637545685,803.678262689393,273.7237359991239,835.4394126671806,966.4991768789181,233.81882863453447,738.7643585970133,230.5192059315255,326.8266590567062,708.0,Class III
3097.6674736860996,2241.6470449587764,1678.9610639951197,2468.0332953594952,1400.9271730106764,554.9777290903802,763.0799940425916,364.6677959589946,871.6216491548665,908.8596373517169,728.9534073639295,134.26745825853652,1332.9203044302326,1441.390299626514,643.0741210687639,217.5336001994943,565.3782108634633,1566.1036415609258,2642.671029131489,1221.918004234865,1585.9298502290212,1342.06159840241,1230.3339558952628,1678.713031016604,827.4876881679684,1281.9275530200678,627.4091144790464,840.702036327644,210.42656966568825,622.2651518519644,364.7734626293907,425.0699458672407,19.5057920728,Class II
2236.982779492,2337.910404706408,729.7551984078511,1223.1745561137639,1543.8222252590874,1210.085015634683,903.9880451669724,571.3795464878042,1293.1808860038684,1634.1371436867878,1514.1743816258236,1587.3954003812366,1637.8313463415172,686.2278879923388,633.2583177196434,1229.3701056592195,657.7015746741004,839.3642810326552,3060.057961480647,1760.2033067511863,639.8247225830437,879.1490205596016,621.008844346413,592.795414370239,1582.3095125972238,1185.8695618869308,1236.52432574059,2660.880808924592,2520.999194274428,1090.8875744839645,1258.8197046179268,1202.1995530734932,15.0,Class II
2101.2182629987,2628.104781632691,2546.0088013338627,1033.764435160222,1251.1894612973222,1033.1970540151353,1162.1240891657953,1365.0761871397576,1000.7629366079958,709.3753309542844,276.11677143574303,631.82321818171,790.3901165249122,715.7949165926252,1858.0925885957554,702.8514247546358,1418.47575638622,1595.5029222428973,1541.3388928257243,1212.6163309541894,1187.3607049905008,2126.1210119465313,1439.3098455809927,1298.378920934551,217.96949136207255,418.7341953008007,828.4873390482902,1357.609592941958,643.0391159500547,768.0275004974524,604.7313435379372,219.67225037070656,116.9520909199,Class III
2043.0783794500996,1693.7526896627298,1001.4949892854967,2097.6388098036095,1399.9552578335133,919.6986686940634,1572.556223730112,469.59091797189967,935.0546113866798,410.53981440838555,669.7377286451517,544.837822459715,710.1241422813091,1030.4268705696602,930.5932921182041,555.7945837510165,773.6607493916285,1849.4038901060437,3432.325321885209,2326.912005412093,1687.4660985257442,341.8072139627402,2135.0536480592214,1347.9657945602278,1375.4552692443606,314.2025124106151,719.5622206116901,518.7259659037654,1155.1362241473282,150.59048890998764,1188.9884027820287,601.3482582652465,18.5,Class II
159.43230933490008,417.58773137405274,720.1257733691725,816.7096735330599,606.627157087081,184.20708654790957,346.70879927945373,857.692496307801,1456.159687624748,1997.8636028503777,2218.89110191819,2049.350112140222,1714.3862983894364,1421.9892129851546,1060.7408450915327,616.5616192665655,573.9354514577985,714.0945811826417,571.4335153992873,395.26129235595147,522.4839923774618,623.6039933384133,697.2316796487886,778.9709379567742,796.3119235646585,932.4579871865157,1148.8772806941113,1072.7968162967795,690.113606975486,816.7212364596957,1333.8208337769581,1579.9680196764666,660.0,Class III
1727.2133299463999,2665.58001330053,2996.4992129579036,1531.0933118469159,870.1550883956354,489.7674765835588,689.5643102760905,967.759202763685,750.9558541354753,1022.3326843480902,819.2679552669853,285.9150267404367,987.0485678029547,982.8809212199195,1486.721605713482,391.85521903120656,1432.327064942575,986.2404145092411,1624.4830563831772,1595.8873198820197,1439.4725287232677,2417.908001050789,1569.9184539283863,1588.962643231389,864.2939195229283,347.0576160170371,866.0666320931962,936.0615661408714,222.4750817387491,811.8324774467083,287.60354815637834,323.46146457383594,283.0,Class III
1164.3635186688998,2117.1730887947356,2689.1977069814943,1545.3493301481642,630.7526824160484,735.7204561161719,905.3526111774205,585.6892293260918,207.85832371183236,489.60841428808027,729.9041973591445,607.8444174760987,692.2957153700833,852.3316665819676,1282.3489069196496,467.0970677928702,1944.1643374710475,1465.6567678371762,2150.4877949504107,2120.558420403722,876.6228242036315,2372.178694483863,2129.482108716146,1653.275245955622,497.51663128649335,216.75626487407163,791.2707635980327,1263.147657813162,603.8515477288385,257.15122816973866,362.60857279715634,629.9750070156692,9.4,Class I
1358.4404656831,2376.6524782886586,2824.8924978035357,1523.8738491222384,889.8183435137419,580.7630320174852,715.7073141372354,841.5423123029832,558.1205090332044,756.6746785301631,602.4784308622706,470.91422621495593,1051.6030362170345,843.0816054267547,1210.0199757015816,297.642605737968,1713.6183295680287,1153.1797419916502,1705.5770736474724,1728.3546640224508,1292.9809710407378,2374.919554892276,1632.7524193041995,1418.8968825775976,553.2927904154029,111.93396595633519,617.144019044585,846.5382785182104,123.98445725380594,649.2537233981851,208.8513469780983,392.09397246060183,12.590239416900001,Class II
