min_value,max_value,avg_value,std_value,q1_value,q3_value,feature
15.0,56.0,35.74285714285714,6.800600213606597,36.0,36.0,length
1798.0,7156.89,4413.379142857143,823.6489091887615,4385.385,4495.9349999999995,molecular_weigth
-5.895,2.028,-3.4899999999999998,2.0840500953671905,-4.896,-2.447,charge
-0.0013215385,0.0011279199,-0.0007554742202516935,0.0005212195028077436,-0.0010962190999999999,-0.0005480457500000001,charge_density
3.6870117188,8.7451171875,4.284964425237143,0.9856862541828755,3.8728027344,4.16271972655,isoelectric
41.7131578947,91.42,63.28820455008571,10.840429649373835,56.2682142857,68.71464646465,inestability
0.055555555599999994,0.1785714286,0.10490385946285716,0.03427790480052236,0.0833333333,0.13636363640000002,aromaticity
54.1666666667,108.42105263159999,84.0322215648457,12.277639293243098,75.8333333333,89.4444444444,aliphatic_index
0.1666666667,0.5263157895,0.26595225650000004,0.07526473808307463,0.22222222219999999,0.2777777778,hydrophobic_ratio
-0.0218903544,0.046368663600000005,-0.0001704954057142855,0.015332119119493016,-0.00959073665,0.00618131255,hydrophobicity_profile
-0.0304281731,0.0132477875,-0.004036698165714285,0.009398730186166715,-0.0110392448,0.00168374735,hydrophobic_profile
11.031166422,91.0,35.20519756270286,20.08589138190714,18.778283674,48.0,inhibition_IC50
