min_value,max_value,avg_value,std_value,q1_value,q3_value,feature
21.0,41.0,32.91379310344828,5.133676785356103,29.5,36.0,length
2741.13,5059.45,4122.799655172414,580.5568488305164,3784.005,4486.875,molecular_weigth
-6.894,0.006999999999999999,-2.863551724137931,2.088006937599237,-4.896,-0.99725,charge
-0.0015601768,1.59929448266251e-06,-0.000676990354407447,0.00046519661773075703,-0.0011100828,-0.0002700324,charge_density
3.5563964844,5.07421875,4.266407933744827,0.3845725320508967,3.8842773438,4.487426757825,isoelectric
44.3605263158,88.3685714286,62.93729259636206,9.856978010649021,56.750181159375,68.334191176475,inestability
0.055555555599999994,0.15625,0.09718423464999998,0.02036836033823239,0.0833333333,0.11111111109999999,aromaticity
50.322580645200006,103.1578947368,76.33957782705343,12.549358532101918,67.78985507247499,83.2352941176,aliphatic_index
0.1379310345,0.44736842109999997,0.24965228057068964,0.07207720168097083,0.2072557471,0.2647058824,hydrophobic_ratio
-0.025361594100000003,0.0130987395,-0.009597849658620684,0.009959046121356473,-0.018338660200000002,-0.002204922575,hydrophobicity_profile
-0.023186500000000002,0.025371873700000002,-0.0068329184155172425,0.013318810011153986,-0.015147313175,-0.0062548956250000004,hydrophobic_profile
0.19,9.96442248245469,3.000035584553793,2.8184862052783703,0.8531729389421157,4.621875031107912,inhibition_IC50
