P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,response
243.41282361240008,274.9668905327441,352.8739290461484,235.6269292902696,170.3844349470722,65.95350774220167,382.8670838737953,370.63675411681027,102.97468425038062,199.97982041838938,679.9202251756633,149.25323863630328,1308.7679502277892,298.56537333869767,1463.993571036194,587.6925173039277,1177.4028721348504,285.64369155394866,819.946747223217,108.26644861948188,166.5172763060724,282.8929556455824,767.3084905408307,531.1976097514297,730.6191105758764,546.9577980645369,107.91828222819859,45.64991822243102,15.629561016199998
744.8147784957999,441.6169139742577,373.56364803340927,407.49235214911687,567.1473666922178,168.7439034766947,200.27685161368285,358.72613578265094,336.91989837363155,519.8445556450077,305.18030762021124,233.9083539117766,441.93304945637567,392.1797052217907,134.64782026338372,197.31356353957898,265.7588104390787,595.4631290151992,252.75268553665677,194.12026177177978,185.2963679033734,330.5233008360635,649.0870177512796,1017.8686627753177,553.354296105468,292.73927809771675,362.8621333199697,258.46021725040896,1.0
441.01191859969987,791.2574189672025,1337.8410766910813,1241.4101360361765,410.7082116790215,310.40853819834376,179.7903781634884,733.312747244554,987.2966700903577,690.725003571668,1053.9016309863769,836.7776880788128,743.7900684006311,920.2245193286633,590.7378514347137,758.3100754402474,628.2542850801414,1479.2187012247462,1118.807805409839,666.2847798281745,1261.8143663076476,111.67113369524154,772.2157845238999,209.37011079309866,75.8643156013078,808.9463465919325,607.2139576540065,333.1488005579022,71.8069255386
1702.5564367494999,752.1796216668746,362.92782808966604,71.92044863966431,278.60279937915067,164.7317800979932,167.18271151236962,217.24966029226425,95.78944768222456,218.28266609854276,116.2811886494169,95.70833611883003,153.36499484193766,92.70987820216502,157.16467614970293,556.8971879234227,1024.8380940227503,499.47049426068116,149.39877777816852,66.31833027913748,195.71625223709003,132.2715886401049,287.50600367764696,608.7105054898981,1421.4580958796857,677.0948461468022,493.11882693952464,255.46116928178586,117000.0
676.0842123133,580.4804124559352,392.7180571310906,290.63068421865097,482.7578051616442,410.9566515515447,641.4636052045607,468.96513756696,368.14990474960115,534.1831567742593,680.6192432812652,244.91688765709011,898.0521457275102,252.20412387215094,1149.7593144153634,540.2105232953126,1140.5318645383704,486.4277431205774,937.1826043411702,489.5654961830632,485.5961211512872,116.4997987933924,342.1848772699924,714.1328749590573,347.36209701305074,721.1471204858129,346.7873308056012,395.0114894710233,446.0
357.4672500561,227.39104978423066,566.9820248426764,64.95625360131694,462.47624842245085,320.27329530565544,154.20236163828767,333.41409179931486,394.62476658873237,224.51550376034882,297.4309865660824,336.0162028532207,473.68977642498544,562.5949020642323,843.791266146104,644.1621151824257,625.9642763957489,430.109680363022,209.6017667785742,251.85120949173228,45.056801499848504,425.09599024081587,473.20941878729394,1097.8061276693184,617.0436877578505,249.31952262080608,607.3164238078979,203.95955953684222,9.9644224825
556.7338076694998,791.3164034414675,506.0839670538779,240.79733369837808,324.3242331232562,423.3276836332829,141.91822651641377,577.0994129377086,262.7624615835695,553.4196785351879,173.85563881278298,515.670617321171,681.6003764175964,485.26956301860906,598.0118743752191,917.2067382365803,504.6163692910296,340.97695785222925,753.9805596380613,501.0993325678433,738.9417677642496,549.9395300048454,801.9092514928202,1179.5410368669507,866.2593192658272,356.3931679364801,286.1997050233174,424.6248483471527,57.5774617712
1363.8358916350999,750.243789011906,626.0705972468531,249.05569619988788,636.3913672425278,204.93132692666234,120.58196877347586,450.49284118649655,134.64448872542496,270.12175480199693,114.04710458212662,73.52188533266204,336.51899483565666,239.28306676240905,226.83634238692898,248.8746668268629,472.4129972389976,893.8873611789988,334.42146243523683,492.74167125537144,258.3615809186294,401.5501459279177,660.8270192915254,966.0778401797342,522.7700386021627,394.71537958103426,396.05544064791593,203.425991777676,0.39
253.56905625449997,433.00496473583706,467.31777128818726,156.74407521828678,213.23558302679814,276.2524108078786,247.88738242805218,467.53747847659906,565.360118468337,419.9756998536088,223.49264473511388,346.7245585947242,548.7073682152292,619.8495456009691,662.0951513756984,651.4453868610381,638.0441869563078,824.0227455631083,712.5179705800032,402.2815502294918,320.96487522012023,115.70355883452471,265.62762972318654,418.6410551572695,282.8677521320832,144.87826257704825,274.89208647051345,255.670297768244,30642.042721136
294.5913700357,294.35798373818665,293.1803200202887,289.7886964197736,282.52578712222197,269.8136411983382,250.53608030257348,224.2762845358298,191.41422110962662,153.11787971564874,111.28790632588513,68.662493667521,31.072489639011025,29.099857866944507,58.241618197659484,85.51103138496146,106.97690801160073,123.10748797177379,136.27812913687063,150.15401229528308,168.43703438498449,193.1519019678019,223.77744182750814,257.8018002004635,291.82948280796955,322.4267008156068,346.6002184588651,362.0604662164213,100000.0
784.6884942723001,420.84717263338996,159.06596432758252,181.27033418779584,454.52310024876795,341.85588076977535,496.3019029956394,223.21389557973788,188.77541193456008,295.05800823357833,368.3338043252946,403.2712166512883,404.95606962799144,586.5408008065591,424.7242519667588,216.47770507426875,107.53711034140801,426.0757614669935,812.9419895191966,960.3928686482001,702.139436727213,531.9137553367481,968.7980633613254,728.1351385609369,343.1988108373665,325.6880117621723,254.86893040015056,470.3173847895073,5500.0
230.5040170237,251.9509571737871,191.69828043574935,442.96689989559917,481.3892810192276,330.71023560150905,839.9575491370132,298.49182482776024,662.0906714141829,773.3405153422594,464.1783956455902,588.9428920763783,587.027221653059,658.8825143799344,788.7869816717972,717.8591423664396,992.0335642724717,621.5467470004794,996.1139770320999,671.2589551225624,727.1002422368351,329.6589899995141,542.3623313105676,476.2467100833122,631.1551755608872,390.9266609436044,61.160657651736344,121.2821063261565,0.23069487600000002
1407.3200861282999,781.2208663045674,646.3573256326887,247.61916171271596,677.5809085984035,220.74019776312045,97.56530438577734,491.1680845644677,117.29776383924045,295.3509916227035,144.8960479790355,80.83828139659668,343.12858733536603,282.7396744537343,195.14170940624695,219.9345031777359,434.10949563164075,864.8530420599764,322.0604104456223,479.9790715724077,219.94330850091268,376.43021405989407,619.9065907177245,954.1861448225733,539.8658651636902,407.1072161424023,435.6510426547459,217.95046278771036,1.4
16.347391650400034,167.04101343227472,265.43852731550317,234.9879256844448,239.78956476930213,165.52910693308104,240.95258767211695,316.36883054866405,295.80669252697015,285.85413859693307,210.6462724225168,255.68709448918307,540.5192498721294,650.3419874348452,641.6884257039775,561.873677082781,413.56818769651585,557.0210432378777,443.27295750381444,175.6000232855454,261.66820029339084,171.47283645745782,447.9782021670259,647.1452010392974,551.1335729443823,295.64105799359146,90.75443828777753,30.824004325184934,1076.0920929064
1083.200198493,1068.333663701652,215.4778863210182,518.8724677966218,267.06402300921974,435.0148738696899,910.4096700626812,766.4251135351158,585.2730969120553,676.7177433771488,285.8595967288571,273.70501302874777,628.1088469753669,564.1384192741839,540.7444217602288,727.6554471639857,707.4274757416279,594.9005041027727,844.9165954821135,825.1504646973503,720.6892822452861,333.5511557248395,832.4102695392567,645.265723726425,461.8916899628661,383.52300505134093,533.0775881704978,340.0296983760655,218.57589064209998
7.690715437499968,83.08410268100862,194.3548099826964,317.52654709989645,411.10032692518706,438.83031270207323,388.7028646672416,283.15340957179257,188.929492538779,192.97461165756778,240.28809259011126,254.05276725373636,233.58278654945406,212.58924357029625,223.48303113216465,286.37200226812206,413.5131874984552,583.6221670797437,741.4676664948408,823.3625540186765,782.5889886553941,608.3549173553704,333.6586102809957,58.11317638411213,252.55586973236825,395.7279785852998,387.07647311099777,238.49803270177566,44312.5228596348
324.00830035049995,547.4492017557237,754.2492779636381,649.1931924445694,466.87584226591116,295.19442356238017,202.13218206468912,772.0547864109373,972.7384164438106,785.1588351074836,518.5315858225058,550.9911967593914,617.1935627902941,301.6705732981407,548.9872199100358,690.0664808828105,234.15441745180857,651.68108691174,779.1922486520149,349.31930893465136,719.492588583749,936.8719438204531,663.2903870931674,434.08520184061405,382.3380316154687,114.4389232638388,371.64394573775485,774.256630837791,136000.0
66.47376511200002,481.21313315024196,650.2084223673365,446.5918089950505,91.95570547695243,115.31486464724571,71.74894527262413,361.7050633538912,566.0713638266257,446.24233270593083,75.00727120744337,280.51549440964664,391.5699331647061,338.57969018773446,331.34810918345954,272.5376284806532,258.04170993155003,373.96963840323576,300.89593937075745,43.542972670061395,166.00121480527753,262.9439943769817,547.437986326883,809.0290424638799,717.695714446132,257.7299780872581,333.62897483518424,736.5430364139905,100000.0
51.76719599480013,168.376896386293,358.3458258000116,322.4600867879046,267.2777875991916,141.24058229760075,442.1399501238349,198.89509111981113,153.0275220826844,491.9265434286042,495.2829017470331,262.12043362907764,948.4075992010587,270.0491601316054,1106.545542587609,449.2385525274198,923.9637229516435,322.3716587938891,841.0239752903788,370.07405018853956,691.5053709865801,228.81719819129012,707.9754910468274,426.1198953115153,624.6510204431347,366.47617190918487,78.36992243889382,61.40913630185968,394.2481757274
880.5158629161999,462.6322670116966,380.91002790951524,286.35266086293825,458.5871620472028,614.1594687530707,439.39709074245525,519.5847759184352,359.83252688651555,506.14294146707954,849.182969494917,94.18135112191723,693.8809602830551,58.33131416757665,1254.550673799625,454.3395913039571,1256.5784499600925,671.06513493549,739.1564365859163,629.3402797984797,637.280272325744,273.1721128708976,138.78142402595617,524.9643509523218,355.1572013936038,598.7849221340801,410.0890831152113,589.2225946783419,362.0
509.5338932624999,768.7580478652286,562.0976237431119,278.5408024500336,264.9686161201148,476.3569153159717,191.46648119971334,584.7430054603278,219.29733317149507,501.1785311899908,191.1183845562124,501.52313640473807,734.5721357769894,428.41670727045727,639.3389032930382,865.0803091358899,509.38841544060887,322.6959329703673,705.5227077922088,505.26606640324076,757.04133780444,610.5746897644083,819.3355236330328,1127.699142298995,912.1040095961802,395.1252374234438,332.61960528445627,459.7350402312065,66.4892128528
875.9746397194,849.2251524128753,693.0456158861191,310.13001593471733,698.5514768369009,190.08659534956016,214.19030756157076,416.2890407581471,583.9616372961715,343.8681740735076,558.4832585809462,909.9306862265331,179.76449308914448,483.94128443803726,133.9140062190866,1210.9841716264202,1052.6972867729514,237.84241271605194,1081.643020245154,941.3031193129069,461.7807521919438,857.2912605546904,509.21660579248817,316.9378836896516,353.8195058451271,1011.9509458549963,750.3837107270564,589.4068250320464,0.42
635.935708091,649.1250502527423,436.637803953073,295.6206531299595,487.74363389554543,335.05757976877675,730.9629593784429,488.34335949044055,406.1402861529939,557.0840906145694,638.4469952600226,281.2596911083812,960.5007098793587,345.5654828915616,1096.778534723436,566.751229281142,1082.051571025968,403.92901348055176,996.6016951018406,453.3592660979674,454.027238994333,131.474803165583,387.53822342975633,757.6136722036722,391.38111912451683,758.5845353994274,353.3959625300761,349.42947563543333,5.619404478
37.83794293669996,326.1460853714356,335.0121666570876,335.69981772215635,369.47805965427295,456.53424810255035,298.44397499080696,742.7501875362461,389.0703673866679,277.6282926168207,60.95623611407507,555.7565555715097,1490.2880897306509,1093.1106813013766,271.0552790347381,620.6858801573854,756.406309155457,909.4323593423053,939.321331294986,277.43328807705785,128.25365209966472,543.1871454892068,596.3601375460785,1031.2485909846525,1129.8816366295616,269.5287679927581,703.1840443523889,576.2952489326876,4.7117529067
344.6670560003999,306.44628995478354,571.6872672112005,63.137168450445095,554.6712118030521,240.82352644363286,142.71036868036376,430.4025034791716,369.12267349122817,287.0020044185931,202.95791977505775,336.5319287237037,434.34137286592,633.8879206647127,846.4196059601763,556.1639397602537,582.2540489409521,400.0762044211816,305.12397053276777,188.5877630713474,99.76924982056983,323.77190167604755,452.09516935659906,1024.6345774258393,732.4530648683573,234.3863344764438,593.0953825951225,308.72540701975174,8.1471372996
26.953342797800133,381.89893280889265,583.4211702371633,513.209627273716,254.18947212180205,143.92393894707072,148.59839131674892,134.03718838082423,385.5685507152208,475.17961084408836,313.44449007792747,104.25207503457979,171.6326366669466,165.45811213978396,177.21608306928883,158.3341923298984,128.84674925053108,286.0501837933526,305.89549947127927,133.6765894769472,60.460399890246094,143.17640314742277,421.83755347308323,775.7959273590968,851.6416689675251,482.78481272023436,223.13267226973358,860.1483442768805,23500.0
687.4122867824001,683.4606324159615,459.9976306731096,259.503550738262,479.17304840914517,365.4216538165333,785.9402773607852,548.9069694547971,364.7072018599435,489.97393434231543,575.0568189067095,294.5615237580294,886.7353632302357,336.90463874863525,1092.5218430097023,524.360352094129,1146.3157956987645,478.7436831253287,1079.4949157999527,525.0154531611976,493.00517677215976,34.523115717439666,487.39157379962717,804.6815771762352,344.639500721979,824.1545083585082,370.2080567684207,306.8067951320757,0.11151081539999999
710.5337063073998,419.85910537713266,762.9584695138947,333.33236070361374,508.09088068915304,296.32207520095733,172.88672227316013,506.7593078798504,169.99036852733042,352.10508798983864,126.41587046950102,354.19564391901844,668.7932577952209,653.5324361359923,495.06271311553803,583.6285595598572,740.7072232849652,678.3487254876438,222.99753845517702,344.14417089919885,198.27992790493377,527.5603213765902,584.1361115701219,1130.7612286068536,772.4704473919886,45.51741891804331,501.2641381121848,219.25966264278028,18.2
