algorithm,hyperparameters,average,std,max_performance
LinearSVR,default,-0.03350225777867662,0.22837670585827485,0.4538277931431173
RandomForestRegressor,mse-100,-0.05417300918097097,0.9771788471983032,0.6209682852462128
RandomForestRegressor,mse-150,-0.0010300667894310943,0.8625008976432325,0.6592311225446439
RandomForestRegressor,mse-200,0.017646226466190473,0.771921927962129,0.6300930837124243
RandomForestRegressor,mse-250,0.019758517309892552,0.8363460596985569,0.6291684250275889
RandomForestRegressor,mse-500,0.015563941718245234,0.7904789912143688,0.6365015862777632
RandomForestRegressor,mse-1000,0.020219694891275997,0.8148768576902101,0.6407141530786555
RandomForestRegressor,mae-100,-0.07330890887843862,0.8057223615145704,0.5782271398345731
RandomForestRegressor,mae-150,-0.13544270192551117,0.9171688173165505,0.5801435584836809
RandomForestRegressor,mae-200,-0.07560459399239687,0.8379201247821801,0.6174948916440473
RandomForestRegressor,mae-250,-0.1230157736394625,0.9042287949793323,0.5971548011282315
RandomForestRegressor,mae-500,-0.09304698513827225,0.8924433164374389,0.577008028433766
RandomForestRegressor,mae-1000,-0.10282998431160813,0.9066913053307141,0.5755906062515508
SVR,default,-0.21697116190544702,0.13186640215557888,-0.05901725149050451
SGDRegressor,default,0.02164526415125396,0.4816865489533881,0.5672055245754343
KNeighborsRegressor,2-auto-uniform,-0.8718139120922365,3.3980325130295888,0.7484665676175304
GaussianProcessRegressor,default,-0.12904109629118712,0.28958996287815086,0.005047016447873531
DecisionTreeRegressor,mse-best,-0.5717700227844272,1.6417614115953814,0.9093069104309423
DecisionTreeRegressor,mse-random,-1.2346608139530721,3.2468705305665106,0.8094387858687687
DecisionTreeRegressor,friedman_mse-best,-0.5692614946287504,1.6427466395873827,0.9092779978923611
DecisionTreeRegressor,friedman_mse-random,-1.2312872488543292,3.2317543452513724,0.7939776390251014
DecisionTreeRegressor,mae-best,-1.3625618364695207,2.5165516364781744,0.39287629409411573
DecisionTreeRegressor,mae-random,-2.1017768214963684,4.4929552467319,0.8939374056458659
BaggingRegressor,10-True,-0.32534857030022996,1.5394786244206384,0.6459817940881163
BaggingRegressor,50-True,0.009882194849806781,0.8591022032441455,0.6506971423838936
BaggingRegressor,100-True,-0.019437829443511766,0.9330144399534389,0.6646952050529575
BaggingRegressor,150-True,-0.03712384099819693,0.9789344078393963,0.6743271019660178
BaggingRegressor,200-True,-0.03224098885045222,0.9744707058930597,0.666592311167068
BaggingRegressor,250-True,-0.026737568744013986,0.9441859360234097,0.6491341160414339
BaggingRegressor,500-True,-0.024240458099890706,0.912814800014851,0.637241313131692
BaggingRegressor,1000-True,-0.013017065609553213,0.8875392775338952,0.6416721838905902
BaggingRegressor,10-False,-0.6278050280123543,2.0784385976381987,0.9263870266662578
BaggingRegressor,50-False,-0.5968861465139713,1.9957934961671404,0.9028175979195935
BaggingRegressor,100-False,-0.5851291286713227,1.9784205038900005,0.9184625627787185
BaggingRegressor,150-False,-0.5831039411624311,1.985166232202582,0.9184954077467332
BaggingRegressor,200-False,-0.5726529229880727,1.9606260667450681,0.9082377245082798
BaggingRegressor,250-False,-0.5695432395524159,1.9480334951142806,0.9062134451921388
BaggingRegressor,500-False,-0.5567940383659812,1.9298068871306624,0.9161449651395996
BaggingRegressor,1000-False,-0.5560688128113551,1.9292447211665806,0.9128110054221199
AdaBoostRegressor,10-linear,-0.1387179843621767,0.9614940079437666,0.7545370741388079
AdaBoostRegressor,10-square,-0.02086201208904802,0.7302618618520105,0.8096004975410218
AdaBoostRegressor,10-exponential,-0.23665978249329572,1.3995596604493739,0.842370229062964
AdaBoostRegressor,50-linear,-0.13612371805645984,1.0763377866449784,0.7984483853708034
AdaBoostRegressor,50-square,-0.02676960054292139,0.7585296834548597,0.8087959405547586
AdaBoostRegressor,50-exponential,-0.15214881982237344,1.1163123838917388,0.8279320360242056
AdaBoostRegressor,100-linear,-0.2257097220423474,1.3301361538516732,0.7898885338073608
AdaBoostRegressor,100-square,-0.06718018349328017,0.8374671357351331,0.8540294273597587
AdaBoostRegressor,100-exponential,-0.2412311036855252,1.3477280301723187,0.7973596774687252
AdaBoostRegressor,150-linear,-0.18634376845773143,1.2818746980943858,0.7955611953281363
AdaBoostRegressor,150-square,-0.09133226322349655,0.8460198476124396,0.839981999111227
AdaBoostRegressor,150-exponential,-0.24377426337586344,1.3817492766058217,0.7895370665911521
AdaBoostRegressor,200-linear,-0.2251489547195557,1.3580281141809685,0.7926168977618788
AdaBoostRegressor,200-square,-0.07488936673263244,0.8242226548386056,0.8658989713279691
AdaBoostRegressor,200-exponential,-0.2400529415039597,1.3871867904557622,0.7830632541466575
AdaBoostRegressor,250-linear,-0.25057589787288415,1.4390209587783422,0.7901953187234472
AdaBoostRegressor,250-square,-0.09005146388992427,0.8738626911383053,0.851719429915704
AdaBoostRegressor,250-exponential,-0.24754944467011838,1.3957805473041156,0.7800130671422751
AdaBoostRegressor,500-linear,-0.19965479930220395,1.3146010337708147,0.7921915347519206
AdaBoostRegressor,500-square,-0.09248763799114934,0.8810317191893744,0.8496187054563702
AdaBoostRegressor,500-exponential,-0.24057494177072547,1.3434243895772504,0.7787732511599762
AdaBoostRegressor,1000-linear,-0.21495620309923197,1.3486330897706447,0.7920710780731035
AdaBoostRegressor,1000-square,-0.0720144739330677,0.8416403944996066,0.8529086834630064
AdaBoostRegressor,1000-exponential,-0.2803101734193766,1.4711576527538954,0.7812774739185018
GradientBoostingRegressor,ls-10-friedman_mse,0.17416162113567882,0.4520770269629334,0.7273622441445475
