min_value,max_value,avg_value,std_value,q1_value,q3_value,feature
22.0,56.0,36.42857142857143,6.483102054178844,36.0,36.0,length
2852.25,7156.89,4485.722142857143,773.3782213692505,4349.2175,4493.4225,molecular_weigth
-5.895,1.008,-3.9143214285714287,1.8613559583880053,-4.896,-3.8977500000000003,charge
-0.0013215385,0.0001557103,-0.0008710015070564591,0.00041114924182312796,-0.0011506177250000002,-0.0008136592000000001,charge_density
3.6884765625,7.1875,4.122475760339285,0.653357551003343,3.85430908205,3.988983154324999,isoelectric
41.7131578947,76.7361111111,63.27662823663214,9.680482875097308,56.54696428569999,69.9862745098,inestability
0.055555555599999994,0.1785714286,0.10698516646785716,0.034819562633297926,0.0833333333,0.13699494952500002,aromaticity
65.0,108.42105263159999,86.3401802507107,10.890597791205172,75.8333333333,89.4444444444,aliphatic_index
0.1666666667,0.5263157895,0.2689332511321429,0.08134336742668814,0.21527777775,0.2777777778,hydrophobic_ratio
-0.0222351239,0.046368663600000005,-0.0015457657071428572,0.01708502380805385,-0.01363586525,0.0047583823,hydrophobicity_profile
-0.0188168752,0.0132477875,-0.004946543860714284,0.00907270959557412,-0.012137812025,0.0016089712250000002,hydrophobic_profile
11.031166422029916,91.0,33.37716541827957,19.65215324909295,18.4553367881055,43.0,inhibition_IC50
