P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,response
11.0480812179,20.149785104141262,26.002021604525375,22.155343135173016,12.36998187603885,3.491224693456489,2.5268224126829364,14.181691412647513,20.049773090289968,10.87007570135571,3.1689106828245888,4.781149674416722,20.467455896829698,5.974808766396174,27.962446462019532,8.080424089257646,28.37849225944234,8.746411055486782,24.379299233231784,15.746623673321302,9.32505834497086,8.799451260583346,6.4027940494185485,9.910644992212667,2.638477171226289,5.191240827309253,8.291586305941228,11.280653682032252,15.629561016199998
16.8985079689,12.966031856884708,25.089137197461422,31.01922142125549,11.646032944204912,3.0785331871537074,6.954393130070497,9.04145260447706,16.306746300192188,16.65770121870439,6.196479035231116,14.42765040559024,8.127114227516893,6.679728478896318,14.952903750669558,32.02739177476508,24.92531214843566,19.447187224826404,9.439547856433302,6.826444433022669,6.071647138772237,10.168386212253939,7.99565875278783,12.889183912338925,8.095856208392876,12.417447377754872,14.018049672347324,6.115164602524541,1.0
43.8437045017,28.776668140177165,14.205555710105024,18.732757635962898,7.123738827894816,6.52255747877382,18.205347228100802,7.455697141263683,24.225232510175434,15.126656114006437,8.201305253592723,3.2539277602234913,6.267224844708026,11.121032934649095,12.354071837814644,12.491849800903628,0.5430195243068666,19.816245223396734,16.543069692882653,12.111369449144236,13.013785939720815,10.908647581500142,6.109204082238246,12.420992002399137,7.048832097397378,15.668355544490154,16.477183331339074,4.000529574912316,71.8069255386
15.296889450299998,3.7454065511396033,3.435760716069294,8.464139836921431,6.094548200763888,10.367724355520082,11.392857287544869,7.16941612042229,15.64902708963827,7.07081068684595,9.266679620629706,7.581625935939251,2.6284566935345883,6.527212091842985,6.825116548979086,22.044003706085338,47.389532414177715,18.24132749815992,8.527625620860904,3.1638211625680857,4.254116076440798,6.428627776549708,7.227756731721642,4.795072253525865,29.78614278401967,15.882365163461929,10.428897287681778,4.033442664492339,117000.0
8.898584523300002,22.05660998866153,28.924947884887608,19.62276198064285,16.295791330951545,4.021460507672634,7.074172143157956,13.469466872515566,18.417116827370798,12.250564613839174,3.680713041385665,9.400745583955636,18.072512424158504,10.639925365360838,24.078870042265898,11.109426710122563,24.858876616924853,9.898342630372365,26.11547157337474,18.69774322459378,11.096033075710753,4.4164391227506865,5.067030151864857,11.403033404627834,4.367957291789513,9.052817349453237,12.433657340384668,8.943511230085399,446.0
22.1280855266,14.218540775936768,22.866921024964626,27.330678595269504,15.020866471067455,4.356345778005861,6.979136949327059,12.269411930352762,17.820789858124275,16.02783974016189,8.30553034679187,15.03065614116591,2.773441106790005,7.845221513671182,20.866065477864172,27.0917905700606,28.578045691255955,13.35564250633337,16.534684449616687,8.38675400557596,14.658686068760368,11.464530638074173,9.438491555381367,11.624179087906432,10.468074492562426,5.059185119830611,22.051033590005513,5.476951777390402,9.9644224825
8.1201630957,5.163966974859855,10.827926129401456,21.2058081460946,19.92931774400259,9.504966702998795,10.918660462720327,12.935854710347597,12.678506461016037,23.546109016754677,12.366917096934387,1.4408221887980142,11.679706081743303,5.079274398289753,31.317441642891275,36.109939935165364,11.623556632079113,28.15961379232636,21.408946888835192,9.048588690330494,4.987838908797978,7.284860663197037,5.298384967729234,11.346919811123355,11.725080870980692,16.691910937520646,13.20745934850184,8.76799090388938,57.5774617712
15.233383229300001,14.483818948143037,22.211155369461324,20.75232059649554,6.869935733224551,7.961558589022681,10.371177132820941,12.2056132941945,3.7947951320703233,10.093115938358977,5.365168336627426,8.61588931497471,7.746519778814513,8.908609658159413,17.397385725037445,24.586877030542755,22.668603473040534,14.603826857512207,8.009575855394152,13.728043710630931,5.57285523040952,8.84464621736522,4.386733628151447,13.68597101023721,8.016157798984676,20.312999602780657,9.644062084764322,8.183507283619761,0.39
15.1406801956,18.80269976467426,22.322528256620878,21.526771043151356,14.962970610301506,3.166690335164808,6.653183955297096,5.630129458672914,19.277954580853766,16.957869353498307,5.504722489278664,14.505641086086491,9.853653060557273,11.019055806546758,15.643755430332218,29.683417959006796,22.21330614798518,19.763589087693333,19.512864623643065,1.051334068024266,13.468885016098668,4.8510016262093165,6.008100799818547,4.001607293167621,4.229979001628276,7.499925873364891,11.11868834073877,3.794601253709117,30642.042721136
11.6324167425,11.670796347518088,11.759667823959916,11.830148057608284,11.794333453345212,11.570555188632142,11.102458325019834,10.370696117767515,9.399661827736931,8.262697806616277,7.088876270208288,6.068876483658909,5.430563529845986,5.319402830393477,5.6497446042907775,6.167788672997141,6.633072575710254,6.891207576301206,6.866555664450263,6.543815788546749,5.955573275862241,5.1754089930930745,4.315553814832205,3.5273536378389654,2.9858853556852307,2.8005619918355364,2.8891157900422955,3.0467833074326043,100000.0
