algorithm,hyperparameters,average,std,max_performance
LinearSVR,default,-0.2054833942439851,0.1243204649778398,-0.04993322244272602
RandomForestRegressor,mse-100,-0.4203526243723951,2.088853314957423,0.6978378055417083
RandomForestRegressor,mse-150,-0.2495507695762579,1.6891864238080458,0.6524479608112607
RandomForestRegressor,mse-200,-0.2700935921359522,1.7549652894149572,0.6535750969001106
RandomForestRegressor,mse-250,-0.3003133207655142,1.8137900966902016,0.6658418669807438
RandomForestRegressor,mse-500,-0.2739890068996859,1.7722141864500887,0.6854110286952566
RandomForestRegressor,mse-1000,-0.2782792538608482,1.7855145722438484,0.654582872610732
RandomForestRegressor,mae-100,-0.2022846865489205,1.3282589402103226,0.6242446824080424
RandomForestRegressor,mae-150,-0.246199380605791,1.45682747248597,0.6980061586011368
RandomForestRegressor,mae-200,-0.24604831898036653,1.391995118213889,0.6852319438024099
RandomForestRegressor,mae-250,-0.27028332274856187,1.4954455371007669,0.6960022317306073
RandomForestRegressor,mae-500,-0.2511448869358235,1.4386434321830703,0.681578299035213
RandomForestRegressor,mae-1000,-0.2763724609178739,1.5625654775886457,0.7197672450717747
SVR,default,-0.23099583935547024,0.12861276021815957,-0.08455099219576168
SGDRegressor,default,-0.00208972907498125,0.3649349994785874,0.25718983163784803
KNeighborsRegressor,2-auto-uniform,-0.3152447991758591,1.0883780680868769,0.6853661511093818
GaussianProcessRegressor,default,-0.13405087078566172,0.2934577846377587,-0.0004039981910755053
DecisionTreeRegressor,mse-best,-0.8170488978517684,2.1517621811353416,0.5062503431030128
DecisionTreeRegressor,mse-random,-1.1279670741869467,1.7831256594602947,0.770723450336149
DecisionTreeRegressor,friedman_mse-best,-0.8668944631621807,2.1468810662798643,0.5062503431030128
DecisionTreeRegressor,friedman_mse-random,-1.197898628375185,1.8404909621171435,0.7705902840052649
DecisionTreeRegressor,mae-best,-0.846769743425949,1.872603135451358,0.7917186653916899
DecisionTreeRegressor,mae-random,-1.2198848576083399,2.228690622232308,0.6271432514581693
BaggingRegressor,10-True,-0.5330951554360447,2.275073572922357,0.6205522337986976
BaggingRegressor,50-True,-0.33711167512361123,1.8837012276991403,0.6495238019640188
BaggingRegressor,100-True,-0.3336834222921202,1.9021454680002443,0.6479400355166851
BaggingRegressor,150-True,-0.28139530756398595,1.779448581027986,0.6504997398324012
BaggingRegressor,200-True,-0.30074469462684683,1.807682503223591,0.6417062483848728
BaggingRegressor,250-True,-0.29995720360933503,1.780643706713789,0.6420559108763594
BaggingRegressor,500-True,-0.27662680009000673,1.7587813275328297,0.6660741918242755
BaggingRegressor,1000-True,-0.2679665916820967,1.7631223544292123,0.6668181128740274
BaggingRegressor,10-False,-0.8177608947711483,2.296465086553221,0.523373599706402
BaggingRegressor,50-False,-0.8378989096727967,2.3718456298257324,0.5274463568514047
BaggingRegressor,100-False,-0.8347937296119976,2.3630340183404592,0.5286922704860211
BaggingRegressor,150-False,-0.8363514042378352,2.3549036654597324,0.527937178656882
BaggingRegressor,200-False,-0.8353600534334278,2.347309896384423,0.5273118449633017
BaggingRegressor,250-False,-0.8314231532868075,2.340426687703818,0.5308995177358549
BaggingRegressor,500-False,-0.822644167845948,2.3211557883951386,0.5277012973856394
BaggingRegressor,1000-False,-0.8195062593661072,2.3146676821270926,0.5326131878766462
AdaBoostRegressor,10-linear,-0.4824798125009635,1.9122034462084583,0.4742697967766424
AdaBoostRegressor,10-square,-0.3727602376050712,1.2959161294880308,0.5609824563654193
AdaBoostRegressor,10-exponential,-0.2917020784848225,1.3260497359817238,0.5811671920760864
AdaBoostRegressor,50-linear,-0.7424125262581411,2.333455363306614,0.4717038438433442
AdaBoostRegressor,50-square,-0.4605271072457672,1.8777957037306658,0.5644711667153184
AdaBoostRegressor,50-exponential,-0.741958118472406,2.0731112942800594,0.46636848918497265
AdaBoostRegressor,100-linear,-0.7210322094332858,2.3364844167725503,0.4717038438433442
AdaBoostRegressor,100-square,-0.5441263687889496,2.127492279715094,0.578700268962134
AdaBoostRegressor,100-exponential,-0.9560166935374511,2.55159502718919,0.395396704947757
AdaBoostRegressor,150-linear,-0.7334014719460795,2.3332620373808726,0.4717038438433442
AdaBoostRegressor,150-square,-0.6079872862640846,2.1928751253416823,0.5782664646355651
AdaBoostRegressor,150-exponential,-1.0571317244280745,2.7167221524605156,0.40519180897773044
AdaBoostRegressor,200-linear,-0.7451164143292197,2.3299697729092257,0.4717038438433442
AdaBoostRegressor,200-square,-0.5786397361987335,2.0612728243460676,0.5741152793077275
AdaBoostRegressor,200-exponential,-1.1366230289162158,2.8107023803329354,0.38587618781445965
AdaBoostRegressor,250-linear,-0.7488909338198493,2.330996841118487,0.4717038438433442
AdaBoostRegressor,250-square,-0.6157230281910412,2.1781683725106875,0.5623967203372823
AdaBoostRegressor,250-exponential,-1.2084577109260959,2.9759733842551768,0.39472387774923456
AdaBoostRegressor,500-linear,-0.7616975838277579,2.328482784462115,0.4717038438433442
AdaBoostRegressor,500-square,-0.5783121651755517,2.0840002047038366,0.5086218818786057
AdaBoostRegressor,500-exponential,-1.2248528756243624,2.905373081189678,0.3911193676242587
AdaBoostRegressor,1000-linear,-0.7595113487682816,2.328708508794363,0.4717038438433442
AdaBoostRegressor,1000-square,-0.5516075564335378,2.0222264687341713,0.47766724612332556
AdaBoostRegressor,1000-exponential,-1.2872488739444035,2.9394128361468703,0.3532486537109245
GradientBoostingRegressor,ls-10-friedman_mse,0.1467722517978513,0.38997763110203576,0.5137319364988582
